task_id,asset_id,block_id,section_id,corridor_id,corridor_name,date,window_start,window_end,task_type,department,crew_type,priority,required_duration_min,duration,overdue_days,safety_critical,is_joint_possession,coordination_status,bundled_with,downtime_saved_min,freight_density,power_isolation_required,restrictions,planning_status,approval_status,approved_by,solver
BR000067_TASK39821,AST_KGP-_9821,BLK_KGP-VSKP_0104_66,KGP-VSKP,KGP-VSKP,KGP-VSKP,2026-01-04,2026-01-04 23:00,2026-01-04 04:00,Non-Interlocking Block,ENGINEERING,Mechanized Tamping Crew,P1,212,212,8,True,False,INDEPENDENT,None (Single Task),0,Medium,No,Single line working only,OPTIMAL,PENDING_APPROVAL,Chief Controller,Google OR-Tools CP-SAT
BR000070_TASK20692,AST_ALD-_0692,BLK_ALD-MGS_0106_47,ALD-MGS,ALD-MGS,ALD-MGS,2026-01-06,2026-01-06 23:00,2026-01-06 02:00,Non-Interlocking Block,ENGINEERING,Mechanized Tamping Crew,P1,179,179,8,True,False,INDEPENDENT,None (Single Task),0,High,Yes,Reduced window due to festival traffic,OPTIMAL,PENDING_APPROVAL,Chief Controller,Google OR-Tools CP-SAT
BR000071_TASK43071,AST_HWH-_3071,BLK_HWH-KGP_0103_58,HWH-KGP,HWH-KGP,HWH-KGP,2026-01-03,2026-01-03 23:00,2026-01-03 03:00,Traction Feed Block,TRD,OHE Wiring Depot,P2,240,240,2,False,False,INDEPENDENT,None (Single Task),0,High,No,Max 1 block per night,OPTIMAL,PENDING_APPROVAL,Chief Controller,Google OR-Tools CP-SAT
BR000076_TASK92364,AST_NDLS_2364,BLK_NDLS-UMB_0107_13,NDLS-UMB,NDLS-UMB,NDLS-UMB,2026-01-07,2026-01-07 23:00,2026-01-07 03:00,Signal Maintenance Block,SMT,Signal Testing Gang,P2,240,240,2,False,False,INDEPENDENT,None (Single Task),0,Medium,Yes,No restriction,OPTIMAL,PENDING_APPROVAL,Chief Controller,Google OR-Tools CP-SAT
BR000078_TASK55513,AST_NGP-_5513,BLK_NGP-BSP_0105_221,NGP-BSP,NGP-BSP,NGP-BSP,2026-01-05,2026-01-05 23:00,2026-01-05 03:00,Cable Block,SMT,Signal Testing Gang,P2,220,220,2,False,False,INDEPENDENT,None (Single Task),0,Medium,No,Single line working only,OPTIMAL,PENDING_APPROVAL,Chief Controller,Google OR-Tools CP-SAT
BR000080_TASK38428,AST_NGP-_8428,BLK_NGP-BSP_0107_223,NGP-BSP,NGP-BSP,NGP-BSP,2026-01-07,2026-01-07 23:00,2026-01-07 03:00,Bridge Inspection Block,ENGINEERING,Mechanized Tamping Crew,P2,166,166,2,False,False,INDEPENDENT,None (Single Task),0,Medium,Yes,Max 1 block per night,OPTIMAL,PENDING_APPROVAL,Chief Controller,Google OR-Tools CP-SAT
BR000082_TASK70293,AST_JTJ-_0293,BLK_JTJ-SBC_0101_91,JTJ-SBC,JTJ-SBC,JTJ-SBC,2026-01-01,2026-01-01 23:00,2026-01-01 03:00,Track Renewal Block,ENGINEERING,Mechanized Tamping Crew,P1,240,240,8,True,False,INDEPENDENT,None (Single Task),0,Medium,Yes,No restriction,OPTIMAL,PENDING_APPROVAL,Chief Controller,Google OR-Tools CP-SAT
BR000084_TASK28229,AST_CSMT_8229,BLK_CSMT-BSR_0103_121,CSMT-BSR,CSMT-BSR,CSMT-BSR,2026-01-03,2026-01-03 23:00,2026-01-03 03:00,Traffic Block,ENGINEERING,Mechanized Tamping Crew,P2,240,240,2,False,False,INDEPENDENT,None (Single Task),0,High,No,"No block during peak hours 06:00-10:00,17:00-21:00",OPTIMAL,PENDING_APPROVAL,Chief Controller,Google OR-Tools CP-SAT
BR000085_TASK52958,AST_GZB-_2958,BLK_GZB-CNB_0107_34,GZB-CNB,GZB-CNB,GZB-CNB,2026-01-07,2026-01-07 23:00,2026-01-07 02:00,Cable Block,SMT,Signal Testing Gang,P2,116,116,2,False,False,INDEPENDENT,None (Single Task),0,High,Yes,Max 1 block per night,OPTIMAL,PENDING_APPROVAL,Chief Controller,Google OR-Tools CP-SAT
BR000086_TASK82554,AST_ALD-_2554,BLK_ALD-MGS_0104_45,ALD-MGS,ALD-MGS,ALD-MGS,2026-01-04,2026-01-04 23:00,2026-01-04 03:00,Interlocking Testing Block,SMT,Signal Testing Gang,P1,240,240,8,True,False,INDEPENDENT,None (Single Task),0,High,No,"No block during peak hours 06:00-10:00,17:00-21:00",OPTIMAL,PENDING_APPROVAL,Chief Controller,Google OR-Tools CP-SAT
BR000090_TASK32452,AST_ADI-_2452,BLK_ADI-BRC_0101_140,ADI-BRC,ADI-BRC,ADI-BRC,2026-01-01,2026-01-01 23:00,2026-01-01 02:00,Bridge Inspection Block,ENGINEERING,Mechanized Tamping Crew,P2,79,79,2,False,False,INDEPENDENT,None (Single Task),0,High,No,Max 1 block per night,OPTIMAL,PENDING_APPROVAL,Chief Controller,Google OR-Tools CP-SAT
BR000092_TASK15926,AST_NDLS_5926,BLK_NDLS-ASR_0104_17,NDLS-ASR,NDLS-ASR,NDLS-ASR,2026-01-04,2026-01-04 23:00,2026-01-04 04:00,Bridge Inspection Block,ENGINEERING,Mechanized Tamping Crew,P2,45,45,2,False,False,INDEPENDENT,None (Single Task),0,Medium,Yes,No restriction,OPTIMAL,PENDING_APPROVAL,Chief Controller,Google OR-Tools CP-SAT
BR000094_TASK91089,AST_CNB-_1089,BLK_CNB-ALD_0101_35,CNB-ALD,CNB-ALD,CNB-ALD,2026-01-01,2026-01-01 23:00,2026-01-01 02:00,Non-Interlocking Block,ENGINEERING,Mechanized Tamping Crew,P1,60,60,8,True,False,INDEPENDENT,None (Single Task),0,High,No,Single line working only,OPTIMAL,PENDING_APPROVAL,Chief Controller,Google OR-Tools CP-SAT
BR000097_TASK98839,AST_KGP-_8839,BLK_KGP-VSKP_0101_63,KGP-VSKP,KGP-VSKP,KGP-VSKP,2026-01-01,2026-01-01 23:00,2026-01-01 03:00,Cable Block,SMT,Signal Testing Gang,P2,240,240,2,False,False,INDEPENDENT,None (Single Task),0,Medium,Yes,Max 1 block per night,OPTIMAL,PENDING_APPROVAL,Chief Controller,Google OR-Tools CP-SAT
BR000098_TASK80233,AST_NJP-_0233,BLK_NJP-GHY_0104_192,NJP-GHY,NJP-GHY,NJP-GHY,2026-01-04,2026-01-04 23:00,2026-01-04 05:00,Signal Maintenance Block,SMT,Signal Testing Gang,P2,84,84,2,False,True,JOINT_POSSESSION,BR000101_TASK39337 (ENGINEERING),180,Low,No,No restriction,OPTIMAL,PENDING_APPROVAL,Chief Controller,Google OR-Tools CP-SAT
BR000101_TASK39337,AST_NJP-_9337,BLK_NJP-GHY_0104_192,NJP-GHY,NJP-GHY,NJP-GHY,2026-01-04,2026-01-04 23:00,2026-01-04 05:00,Track Renewal Block,ENGINEERING,Mechanized Tamping Crew,P1,160,160,8,True,True,JOINT_POSSESSION,BR000098_TASK80233 (SMT),180,Low,No,No restriction,OPTIMAL,PENDING_APPROVAL,Chief Controller,Google OR-Tools CP-SAT
BR000102_TASK41109,AST_BZA-_1109,BLK_BZA-MAS_0103_79,BZA-MAS,BZA-MAS,BZA-MAS,2026-01-03,2026-01-03 23:00,2026-01-03 03:00,Signal Maintenance Block,SMT,Signal Testing Gang,P2,115,115,2,False,True,JOINT_POSSESSION,BR000104_TASK21565 (ENGINEERING),180,High,No,Single line working only,OPTIMAL,PENDING_APPROVAL,Chief Controller,Google OR-Tools CP-SAT
BR000104_TASK21565,AST_BZA-_1565,BLK_BZA-MAS_0103_79,BZA-MAS,BZA-MAS,BZA-MAS,2026-01-03,2026-01-03 23:00,2026-01-03 03:00,Track Renewal Block,ENGINEERING,Mechanized Tamping Crew,P1,74,74,8,True,True,JOINT_POSSESSION,BR000102_TASK41109 (SMT),180,High,No,Single line working only,OPTIMAL,PENDING_APPROVAL,Chief Controller,Google OR-Tools CP-SAT
